Numero_Securite_Sociale,Nom,Prenom,Date_Naissance,Numero_Telephone,E_Mail,ID_Remboursement,Code_Soin,Montant_Remboursement
2160991826091,Gérard,Charles,26/02/2004,0434068848,Gérard.Charles@gmail.com,47,B8,2.06
2140103576608,Alain,Fernand,24/05/1976,0637683955,Alain.Fernand@gmail.com,49,K2,9.540000000000001
1570347018133,Pascal,Hervé,03/03/1915,0440852471,Pascal.Hervé@gmail.com,1,A8,6.47
2650579781211,Benoît,Bernard,04/01/1929,0522032502,Benoît.Bernard@gmail.com,90,G1,7.24
2350854493576,Marie,Olivier,07/07/1911,0377620851,Marie.Olivier@gmail.com,32,C6,4.64
1511022125708,Laurent,Bertrand,12/09/1929,0513202379,Laurent.Bertrand@gmail.com,46,B5,7.17
1710554008081,Laurent,Jean-Luc,11/08/1934,0337051958,Laurent.Jean-Luc@gmail.com,50,H2,9.16
1070334217326,Vincent,Édouard,08/11/2014,0591725138,Vincent.Édouard@gmail.com,49,F6,9.13
2161125774171,Lionel,Jean-Luc,02/04/1984,0924264206,Lionel.Jean-Luc@gmail.com,67,F7,2.98
1341066727287,Patrick,Édouard,18/01/1979,0623042394,Patrick.Édouard@gmail.com,98,I1,6.66
1070774435154,Julie,Sylvain,14/05/1910,0450481916,Julie.Sylvain@gmail.com,56,N1,6.0600000000000005
2470322748765,Éric,Albert,22/06/1904,0693211646,Éric.Albert@gmail.com,97,J1,9.370000000000001
2181051713010,Pascal,Pascal,11/08/1946,0272388033,Pascal.Pascal@gmail.com,64,N1,5.24
2230569732632,Benoît,Benoît,20/05/1996,0519493030,Benoît.Benoît@gmail.com,28,K1,5.79
2560745485025,Jean,Marcel,01/03/1974,0577885453,Jean.Marcel@gmail.com,78,L1,0.54
1220434208402,Jean,Nicolas,12/08/1968,0280682566,Jean.Nicolas@gmail.com,39,B4,4.0600000000000005
2301074967647,Claude,Laurent,05/04/1971,0218379497,Claude.Laurent@gmail.com,80,I9,5.62
2430972691810,Mathieu,Jean-Michel,22/03/1940,0665270003,Mathieu.Jean-Michel@gmail.com,18,M4,1.41
2840933138821,Marc,Jean-Luc,18/08/1929,0263551968,Marc.Jean-Luc@gmail.com,77,B3,0.23
1201208548531,Lionel,Christophe,07/01/1921,0912167608,Lionel.Christophe@gmail.com,2,I2,6.94
