Numero_Securite_Sociale,Nom,Prenom,Date_Naissance,Numero_Telephone,E_Mail,ID_Remboursement,Code_Soin,Montant_Remboursement
1121183145863,Alexandre,Bertrand,12/11/1994,0654801306,Alexandre.Bertrand@gmail.com,79,L3,4.89
2350625284719,Gérard,Alain,20/09/2021,0469374086,Gérard.Alain@gmail.com,42,M5,7.7700000000000005
2371231012807,Nicolas,Frédéric,28/05/1900,0847450084,Nicolas.Frédéric@gmail.com,98,H1,2.49
1060774382065,François,Sylvain,15/10/1918,0210262270,François.Sylvain@gmail.com,5,F6,5.5600000000000005
2600525877627,David,Benjamin,02/09/2014,0871527906,David.Benjamin@gmail.com,19,A6,7.58
2740466270456,Hervé,Édouard,22/06/1991,0684930547,Hervé.Édouard@gmail.com,22,N4,6.33
2770503351759,Olivier,Claude,06/01/1925,0494416038,Olivier.Claude@gmail.com,66,N7,9.58
2750594843741,Grégory,Joseph,15/07/1969,0482350203,Grégory.Joseph@gmail.com,47,C8,5.78
2970481120290,Gustave,Cyril,08/07/1903,0165497679,Gustave.Cyril@gmail.com,19,C3,4.95
2550607144229,Patrice,Claude,24/10/1994,0820667483,Patrice.Claude@gmail.com,81,C8,4.98
2200549901279,Gilles,Maurice,17/11/1980,0675966931,Gilles.Maurice@gmail.com,13,B5,2.0
2821161535562,Alain,Philippe,22/06/2015,0153174081,Alain.Philippe@gmail.com,60,N5,3.42
1300275355718,Vincent,Romain,19/02/1964,0786606987,Vincent.Romain@gmail.com,16,L8,9.06
1860287505694,Grégory,Marie,02/02/1940,0750590814,Grégory.Marie@gmail.com,71,D1,1.44
1350183293733,Fernand,Lucie,22/03/1977,0184771077,Fernand.Lucie@gmail.com,2,K3,9.77
2030670580705,Cyril,Marcel,13/11/1984,0939450695,Cyril.Marcel@gmail.com,1,G7,0.24
2900296924685,Alice,Charles,03/06/1968,0785074552,Alice.Charles@gmail.com,68,F1,3.7800000000000002
2721044541473,Michel,Yves,21/12/1971,0460290497,Michel.Yves@gmail.com,26,B1,0.37
2070887426873,Benoît,Philippe,03/01/1923,0673003190,Benoît.Philippe@gmail.com,91,G4,3.89
2560247311117,Marc,Laurent,04/11/1984,0166510682,Marc.Laurent@gmail.com,5,E5,1.99
1060287893425,Vincent,Hubert,27/11/1905,0241990614,Vincent.Hubert@gmail.com,67,L8,1.44
2070107408625,Jacques,Olivier,23/11/1963,0341341798,Jacques.Olivier@gmail.com,22,E7,5.53
1070758392547,Gilles,Laurent,04/11/1983,0584969549,Gilles.Laurent@gmail.com,67,D1,3.54
2201012813373,Guillaume,Fabien,27/05/1906,0837255800,Guillaume.Fabien@gmail.com,49,B2,6.15
1561205709985,Hubert,Charles,12/09/1914,0193370867,Hubert.Charles@gmail.com,13,F3,9.82
2190395791654,Henri,Benoît,13/05/2023,0344779678,Henri.Benoît@gmail.com,32,A3,2.31
1721143075452,Yves,Jean-Luc,09/09/1948,0270330630,Yves.Jean-Luc@gmail.com,46,K8,3.67
2500825465068,Alice,Émile,01/01/1994,0867132500,Alice.Émile@gmail.com,47,I6,7.05
2020453685288,Alexandre,Édouard,27/10/2009,0677310449,Alexandre.Édouard@gmail.com,23,C4,2.93
2680598573892,Armand,Hervé,26/12/1953,0623542541,Armand.Hervé@gmail.com,92,I9,7.97
