Numero_Securite_Sociale,Nom,Prenom,Date_Naissance,Numero_Telephone,E_Mail,ID_Remboursement,Code_Soin,Montant_Remboursement
2360725593479,Thomas,Maxime,27/03/1957,0269294926,Thomas.Maxime@gmail.com,78,B1,4.59
2110773393111,Yves,Henri,26/06/1933,0524469722,Yves.Henri@gmail.com,59,K1,0.56
2380146126493,Claude,Lionel,15/01/2015,0274455425,Claude.Lionel@gmail.com,10,M6,4.93
1190695288117,Sébastien,David,26/05/1970,0593670482,Sébastien.David@gmail.com,31,A4,6.32
2320562423614,Noël,Gustave,04/08/1994,0454593251,Noël.Gustave@gmail.com,26,E1,2.77
1050243795881,Arnaud,Pierre,16/04/1973,0897525776,Arnaud.Pierre@gmail.com,50,M6,4.91
2131235697410,Pierre,Raymond,06/02/1948,0226027143,Pierre.Raymond@gmail.com,39,C5,9.33
1590532187398,Laurent,Pierre,26/05/1962,0818483908,Laurent.Pierre@gmail.com,91,E2,5.71
1631013146139,Nicolas,Pascal,17/12/1919,0728244327,Nicolas.Pascal@gmail.com,1,I7,8.32
2411130604531,Olivier,Philippe,07/04/1973,0415017812,Olivier.Philippe@gmail.com,69,L2,1.44
1120250025926,Patrick,Philippe,09/12/1950,0227560999,Patrick.Philippe@gmail.com,41,D3,2.11
2220386848039,Alice,Joseph,22/04/1954,0674565812,Alice.Joseph@gmail.com,4,F4,5.68
2150793387974,Vincent,Sébastien,19/03/1974,0393649832,Vincent.Sébastien@gmail.com,96,H7,3.37
1600849184944,Édouard,Patrick,02/08/1980,0899843278,Édouard.Patrick@gmail.com,81,E8,8.55
2350212053244,Claude,Charles,01/06/1936,0819965775,Claude.Charles@gmail.com,37,M4,5.82
1140421480253,Hubert,Pascal,09/04/1991,0449569094,Hubert.Pascal@gmail.com,75,K4,5.83
1280917545849,Étienne,Benoît,12/12/1967,0118379217,Étienne.Benoît@gmail.com,89,D3,5.74
1460257253219,Romain,Stéphane,23/12/2021,0581979995,Romain.Stéphane@gmail.com,47,F7,6.23
1641153857655,Arnaud,Jacques,11/08/1976,0337050539,Arnaud.Jacques@gmail.com,97,G4,9.64
1110735710198,Vincent,Maurice,23/02/2006,0425833479,Vincent.Maurice@gmail.com,94,K3,1.96
1690173034709,Julien,Frédéric,04/09/1977,0826274197,Julien.Frédéric@gmail.com,83,E9,4.0200000000000005
1460695027361,Christian,Pascal,19/03/1939,0720358187,Christian.Pascal@gmail.com,50,K3,1.1400000000000001
1710587010741,Frédéric,Sylvain,08/01/1997,0181944295,Frédéric.Sylvain@gmail.com,1,C6,3.46
2440128201393,Michel,François,01/05/1913,0649178709,Michel.François@gmail.com,95,J2,3.44
1090793810004,Lionel,Benoît,20/01/1908,0399576553,Lionel.Benoît@gmail.com,14,D3,4.6000000000000005
2001191642538,Laurent,Gilbert,24/11/1944,0944102737,Laurent.Gilbert@gmail.com,78,D1,2.4
