Numero_Securite_Sociale,Nom,Prenom,Date_Naissance,Numero_Telephone,E_Mail,ID_Remboursement,Code_Soin,Montant_Remboursement
2030848703730,Jean-Michel,Stéphane,20/08/1976,0971104174,Jean-Michel.Stéphane@gmail.com,56,N5,1.25
1180105633571,Pascal,René,15/04/1909,0277160108,Pascal.René@gmail.com,1,I9,1.2
1580838754814,Maxime,Pierre,03/02/2016,0775067740,Maxime.Pierre@gmail.com,28,F8,6.28
2650997143850,Bernard,François,27/04/1941,0625419079,Bernard.François@gmail.com,48,G9,1.42
2930924357439,Claude,Gérard,09/11/1998,0876160770,Claude.Gérard@gmail.com,78,B6,1.16
2680312492850,Louis,Auguste,17/01/1933,0945524929,Louis.Auguste@gmail.com,20,B7,5.0200000000000005
1780752257499,Claude,Julie,10/03/1910,0831091145,Claude.Julie@gmail.com,70,H7,9.65
2120885989428,Jean-François,Jean-Pierre,25/05/2015,0124062779,Jean-François.Jean-Pierre@gmail.com,3,B5,8.33
2051052672194,Maxime,Jean-François,22/04/1989,0352449196,Maxime.Jean-François@gmail.com,68,L6,2.89
1100588340794,Philippe,Charles,06/01/1977,0725219636,Philippe.Charles@gmail.com,76,F3,6.8100000000000005
1750521685925,Bernard,Julien,19/09/1908,0259722791,Bernard.Julien@gmail.com,15,I4,1.06
1230927990224,Jean-François,Gabriel,21/12/1977,0616038385,Jean-François.Gabriel@gmail.com,51,F6,0.61
2200847131382,Pierre,Benoît,08/07/1928,0167308811,Pierre.Benoît@gmail.com,97,B7,8.120000000000001
1910939996986,Étienne,Hubert,16/03/1911,0417926283,Étienne.Hubert@gmail.com,97,E1,3.85
1830976619550,Antoine,Vincent,06/07/1921,0155566683,Antoine.Vincent@gmail.com,4,I6,5.83
1890926759808,Alexandre,Louis,08/12/1927,0776678969,Alexandre.Louis@gmail.com,32,N1,5.24
2911278724391,Laurent,Patrick,12/09/1910,0644643286,Laurent.Patrick@gmail.com,33,M3,8.370000000000001
1220805230915,René,Paul,08/11/1951,0381704655,René.Paul@gmail.com,66,G2,2.57
1970399981449,Maxime,Jacques,28/12/1949,0246908168,Maxime.Jacques@gmail.com,86,C5,0.46
1581014436060,Pascal,Frédéric,19/07/1945,0169915751,Pascal.Frédéric@gmail.com,28,F8,5.66
1030873908992,Olivier,Benoît,23/12/1986,0558036714,Olivier.Benoît@gmail.com,48,I6,6.46
1071097048604,Jacques,Maxime,14/02/2003,0868332665,Jacques.Maxime@gmail.com,23,I9,6.3500000000000005
1080134459094,Bertrand,Denis,07/08/1986,0883628696,Bertrand.Denis@gmail.com,62,N1,1.22
1810162698343,Antoine,Nicolas,08/08/2019,0351729892,Antoine.Nicolas@gmail.com,91,I3,1.47
1630199154967,Arthur,David,14/03/2008,0129011449,Arthur.David@gmail.com,28,L6,4.18
1630948498647,Fernand,Patrice,07/02/2016,0788024302,Fernand.Patrice@gmail.com,95,I7,3.65
2700713284250,Nicolas,Alain,08/06/1907,0736874905,Nicolas.Alain@gmail.com,29,M9,2.5300000000000002
2650547033632,Charles,Yves,20/02/2022,0310480783,Charles.Yves@gmail.com,7,N4,5.76
1220515284343,Lionel,Fabien,12/05/1964,0837982421,Lionel.Fabien@gmail.com,90,G4,7.08
1191049972866,Sophie,Thierry,14/06/2010,0271563661,Sophie.Thierry@gmail.com,50,I4,9.6
1540755291552,Cyril,Maurice,09/10/1900,0410021337,Cyril.Maurice@gmail.com,77,E7,1.95
2850114480183,Louis,Olivier,16/11/1908,0221843550,Louis.Olivier@gmail.com,76,G3,4.0200000000000005
1100574838791,Hervé,Frédéric,02/01/1964,0198536395,Hervé.Frédéric@gmail.com,27,K5,6.59
2270648519308,Thierry,Jean,08/04/2008,0337101422,Thierry.Jean@gmail.com,70,M8,5.9
1040835313336,Marcel,Benjamin,06/03/1978,0876559034,Marcel.Benjamin@gmail.com,25,M4,4.54
2550579761571,Jean,Alfred,17/03/2015,0279144261,Jean.Alfred@gmail.com,9,C4,7.2700000000000005
2810804501144,Lucien,Renaud,14/01/1937,0955526777,Lucien.Renaud@gmail.com,40,H3,5.04
1861150324219,Gérard,Nicolas,22/08/2007,0836239644,Gérard.Nicolas@gmail.com,13,A5,4.83
1191187096291,Émile,François,20/04/1956,0271980367,Émile.François@gmail.com,38,H3,1.94
2220411848243,Alain,Xavier,11/06/1964,0662608985,Alain.Xavier@gmail.com,43,H9,6.3
2640564858186,Armand,Bertrand,04/04/2003,0373277816,Armand.Bertrand@gmail.com,56,L8,7.24
1060586963490,Jacques,Maxime,28/07/1992,0540136770,Jacques.Maxime@gmail.com,22,C2,9.24
1691025468395,Nicolas,Claude,13/02/1999,0166552564,Nicolas.Claude@gmail.com,46,F6,8.620000000000001
1020986953348,Pierre,Frédéric,07/11/2008,0143091412,Pierre.Frédéric@gmail.com,76,L2,3.42
1340357700084,Lucie,Emmanuel,01/03/1939,0436361308,Lucie.Emmanuel@gmail.com,62,A5,5.95
2531122181478,Julie,Gérard,25/07/1988,0873004068,Julie.Gérard@gmail.com,21,L2,9.57
2150242114499,Julie,Éric,02/06/2006,0188850315,Julie.Éric@gmail.com,94,A4,6.78
1180575349730,René,Romain,08/06/1968,0766432466,René.Romain@gmail.com,75,H6,6.97
2710309712592,Nicolas,Gilles,05/03/1965,0681658631,Nicolas.Gilles@gmail.com,8,K1,6.7700000000000005
1131098963321,Pierre,Joseph,24/01/1971,0448354687,Pierre.Joseph@gmail.com,58,L2,9.44
2270356737671,Vincent,Christian,20/01/2001,0613730910,Vincent.Christian@gmail.com,22,E6,8.21
1120160231590,Pascal,Hubert,15/06/1987,0724088540,Pascal.Hubert@gmail.com,33,F7,7.42
1321190034186,Patrick,Laurent,08/03/1952,0379900555,Patrick.Laurent@gmail.com,75,H1,3.56
1140323674187,André,Pascal,19/09/1927,0793766322,André.Pascal@gmail.com,88,K8,1.87
1941183584706,Hervé,Paul,26/06/1909,0696372031,Hervé.Paul@gmail.com,18,A9,5.68
1190274415809,Lucie,Gustave,05/10/1947,0155850847,Lucie.Gustave@gmail.com,3,F2,0.86
1790264011031,Sébastien,Hubert,26/01/2017,0571830100,Sébastien.Hubert@gmail.com,58,M7,2.54
1840115009255,Maxime,Gérard,03/02/1924,0410242471,Maxime.Gérard@gmail.com,78,J1,4.87
2410314991933,Frédéric,Laurent,03/04/1951,0714651901,Frédéric.Laurent@gmail.com,80,K7,3.89
1010476117944,Frédéric,Philippe,22/04/1935,0362954676,Frédéric.Philippe@gmail.com,94,F7,0.7000000000000001
1850234613046,René,Sébastien,20/12/1948,0356002111,René.Sébastien@gmail.com,25,A7,3.14
2941268732185,Jérôme,Philippe,17/01/1910,0464019754,Jérôme.Philippe@gmail.com,12,M9,6.55
1300728243672,Étienne,Bernard,22/09/1903,0964208667,Étienne.Bernard@gmail.com,51,M5,2.79
2090238180361,Thierry,Noël,28/02/1913,0548095912,Thierry.Noël@gmail.com,98,A1,0.48
2090557544021,Patrice,Cyril,03/10/1939,0148994375,Patrice.Cyril@gmail.com,70,I6,1.76
1020682235001,Gérard,Hubert,28/07/1982,0542561195,Gérard.Hubert@gmail.com,45,N7,0.5700000000000001
2360440574848,Laurent,Michel,05/03/1986,0610399342,Laurent.Michel@gmail.com,87,H7,6.69
2560545482461,Gilbert,Thierry,26/03/1992,0860855459,Gilbert.Thierry@gmail.com,97,D5,2.95
1430663686847,Daniel,Sébastien,06/08/1954,0945360914,Daniel.Sébastien@gmail.com,40,I1,0.24
2691179690991,Alfred,Arthur,17/07/1948,0432819727,Alfred.Arthur@gmail.com,23,D1,3.72
1260829367822,Jean-Luc,Sylvain,03/11/2003,0481150369,Jean-Luc.Sylvain@gmail.com,60,L9,1.17
1110194311864,François,René,28/03/1910,0685687829,François.René@gmail.com,24,M7,7.55
1570336415438,Alfred,Denis,26/11/1984,0147061493,Alfred.Denis@gmail.com,84,J7,1.28
2511088974907,Denis,Lucie,08/09/1979,0139124825,Denis.Lucie@gmail.com,39,M1,5.53
1470317819267,Michel,Louis,13/01/1908,0979204406,Michel.Louis@gmail.com,20,J6,4.63
2221105819422,Philippe,Jean-Michel,23/08/1954,0784556406,Philippe.Jean-Michel@gmail.com,67,G9,8.06
2870840180322,François,Jacques,11/02/1954,0330491424,François.Jacques@gmail.com,27,E1,2.64
2030724856029,Jean-Pierre,Christophe,25/09/2013,0462642655,Jean-Pierre.Christophe@gmail.com,25,D1,6.57
2120531612856,Thierry,Pascal,09/01/1937,0941752966,Thierry.Pascal@gmail.com,98,F3,2.6
2610441084640,Nicolas,Vincent,24/07/1924,0752677519,Nicolas.Vincent@gmail.com,77,A4,1.8800000000000001
1740387745019,Éric,Étienne,06/05/1916,0928649672,Éric.Étienne@gmail.com,46,L7,3.95
2910910815176,Pascal,Xavier,13/10/1965,0756287981,Pascal.Xavier@gmail.com,24,M9,9.53
1411193181634,Frédéric,Renaud,27/12/1931,0821426937,Frédéric.Renaud@gmail.com,40,M3,1.04
2740893992593,Bertrand,Julie,16/01/2002,0140309662,Bertrand.Julie@gmail.com,94,F4,4.03
1820120691075,Michel,André,19/05/1994,0912339795,Michel.André@gmail.com,53,C4,9.08
1530899306433,Fabien,Yann,06/05/2016,0144001346,Fabien.Yann@gmail.com,53,E8,1.34
2380329198288,Cyril,Guillaume,17/05/1960,0744953231,Cyril.Guillaume@gmail.com,60,H5,0.02
2090176088089,Patrice,René,06/02/1924,0393747555,Patrice.René@gmail.com,10,N6,5.18
