Numero_Securite_Sociale,Nom,Prenom,Date_Naissance,Numero_Telephone,E_Mail,ID_Remboursement,Code_Soin,Montant_Remboursement
2730116974448,Frédéric,Édouard,18/12/1985,0178958362,Frédéric.Édouard@gmail.com,81,J8,6.51
1270401901317,Grégory,Nicolas,09/03/1918,0210752385,Grégory.Nicolas@gmail.com,26,I8,0.6
1110257774919,Étienne,François,02/10/1946,0531226343,Étienne.François@gmail.com,88,A4,3.56
2171028859739,Emmanuel,Arthur,01/10/1935,0656373105,Emmanuel.Arthur@gmail.com,81,M2,3.4
2550653692396,Auguste,Paul,25/09/1904,0273909993,Auguste.Paul@gmail.com,75,C1,1.07
1020222263778,Arthur,Maxime,01/04/1986,0735102285,Arthur.Maxime@gmail.com,8,N6,0.71
1300872896161,Julien,Albert,07/09/2012,0961368786,Julien.Albert@gmail.com,75,B9,9.33
2390658370392,Maxime,Jean-François,12/01/1995,0887543934,Maxime.Jean-François@gmail.com,66,D3,4.2700000000000005
1241292356189,Henri,David,23/12/1998,0697958374,Henri.David@gmail.com,8,N8,9.74
2060863672783,Jacques,Sébastien,18/08/2006,0215517847,Jacques.Sébastien@gmail.com,44,G5,0.32
2890232373297,Louis,Cédric,11/02/2003,0394235877,Louis.Cédric@gmail.com,81,K5,1.9100000000000001
2350790861001,Vincent,Denis,28/07/1972,0456768951,Vincent.Denis@gmail.com,96,J2,6.8100000000000005
1830867968051,Frédéric,Bertrand,19/03/2013,0684593110,Frédéric.Bertrand@gmail.com,17,H7,5.15
2180413569437,André,Sébastien,19/06/1939,0769138625,André.Sébastien@gmail.com,54,K8,3.16
2810399648534,Antoine,Denis,15/08/1920,0652731930,Antoine.Denis@gmail.com,92,E2,5.16
2940548180362,Guillaume,Emmanuel,09/05/1943,0911271258,Guillaume.Emmanuel@gmail.com,73,A3,2.87
2930677574954,Julie,Nicolas,22/11/1904,0175329070,Julie.Nicolas@gmail.com,75,B9,0.6
2660446950664,Henri,Daniel,20/11/1961,0450279281,Henri.Daniel@gmail.com,89,G5,1.8900000000000001
2131195609473,Antoine,Joseph,19/05/1996,0669371310,Antoine.Joseph@gmail.com,62,D4,4.21
2330389928307,Noël,Jean-François,20/05/1906,0946200946,Noël.Jean-François@gmail.com,59,N2,9.81
2620802246039,Lucie,François,18/01/1979,0420377567,Lucie.François@gmail.com,34,J3,0.15
2070639604247,Olivier,Julien,14/10/1918,0832056460,Olivier.Julien@gmail.com,60,A1,9.82
1620433178883,Benjamin,Romain,25/05/1900,0486763102,Benjamin.Romain@gmail.com,31,D1,4.22
2610264670839,Jacques,Marie,02/05/1936,0330838432,Jacques.Marie@gmail.com,28,E7,7.45
1421152843359,André,Pierre,17/02/1973,0591680075,André.Pierre@gmail.com,48,M5,5.78
2151192341081,Alexandre,Étienne,01/11/1959,0467667102,Alexandre.Étienne@gmail.com,6,M6,9.56
2401222241940,Lucien,Olivier,07/09/1904,0738156316,Lucien.Olivier@gmail.com,100,B7,9.97
1510590228111,Julien,Jean-Luc,15/04/1905,0345978362,Julien.Jean-Luc@gmail.com,45,H6,2.72
2890142376017,Bertrand,Xavier,22/05/1924,0828622971,Bertrand.Xavier@gmail.com,48,J1,7.8
1170130119439,Paul,Édouard,23/05/1923,0134092263,Paul.Édouard@gmail.com,97,J4,9.26
1900920635269,Maxime,Michel,14/03/1937,0733176443,Maxime.Michel@gmail.com,99,D1,7.5600000000000005
